original_index,url_original,type,IP_Address,URL_Length,URL_Shortening,Double_Slash_Redirect_After_HTTPS,Hyphen_in_Domain_Name,Presence_of_Subdomain,Uses_HTTPS_Protocol,Favicon_Source_Consistency,Custom_Port_Usage,External_Resource_Ratio,External_Links_Ratio,External_CSS_and_JS_Resources,External_Form_Submission,Form_Submits_to_Email_Address,HTTP_Response_Status_Content,Number_of_Redirects,Mouseover_Link_Manipulation,Right_Click_Disabled,Popup_Window_Usage,Iframe_Usage,URL_Blacklist_Status,url_shortener_true
106392,https://t.co/wpSAZrSfXK,phishing,1.0,23.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
106873,http://ow.ly/US923034Gey,phishing,1.0,24.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
107057,http://bitly.com/Aplicativosegurobb,phishing,1.0,35.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
107211,http://www.goo.gl/Z36VZZ,phishing,1.0,24.0,-1.0,1.0,1.0,2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
107448,http://tinyurl.com/zf74pv7,phishing,1.0,26.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
107886,http://tinyurl.com/k2an4wk,phishing,1.0,26.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
108195,http://goo.gl/KZPUM3,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
109899,http://goo.gl/JJqYdv,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
109953,http://claim.status-eth.top/?utm_campaign=65745654&amp;utm_source=t.co,phishing,1.0,70.0,-1.0,1.0,-1.0,3.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
110109,http://bit.ly/government_uk,phishing,1.0,27.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
110767,http://bit.ly/2iOiNQ2,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
111883,http://www.go2l.ink/1EhP/,phishing,1.0,25.0,-1.0,1.0,1.0,2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
112200,http://bit.ly/2hefstg,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
115004,http://ow.ly/pqBe30065me,phishing,1.0,24.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,53.33,30.48,76.92,1.0,1.0,1.0,2.0,1.0,1.0,1.0,-1.0,-1.0,1
115381,http://bit.ly/29EzCcD,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
115738,https://tiny.cc/ktjqoy,phishing,1.0,22.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
115823,http://bit.ly/2hPdobA,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
116035,http://tinyurl.com/business-llc,phishing,1.0,31.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
116913,http://t.co/hRXyRFfDmD,phishing,1.0,22.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
117215,http://bit.ly/2fMBBxh,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
117438,http://goo.gl/KUwbTP,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
117504,http://tiny.cc/qb9oby/,phishing,1.0,22.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
119657,https://bitly.com/1HnbPtc,phishing,1.0,25.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
36330,https://www.ow.ly/i/liIt,legitimate,1.0,24.0,-1.0,1.0,1.0,2.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
120663,http://db.tt/h7LgBD0T/,phishing,1.0,22.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,25.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
122480,http://snip.ly/o0b78,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
122682,http://bit.ly/28KpNox,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
122793,http://bit.ly/2aRt1MQ,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
123723,http://tinyurl.com/gr4esu4,phishing,1.0,26.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
124533,http://tiny.cc/caixa-russia2018,phishing,1.0,31.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
126264,http://bit.ly/2k9Vhdg,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
127148,http://bit.ly/2dijBfh,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
127850,https://tinyurl.com/sdi-latex,phishing,1.0,29.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
127881,http://bit.ly/2kq27N0,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
128695,http://goo.gl/15tv8k,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
129924,https://t.co/hjl9FwDAld,phishing,1.0,23.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
132529,http://www.tiny.cc/merchandise,phishing,1.0,30.0,-1.0,1.0,1.0,2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
132982,http://goo.gl/zLWCq9,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,4.0,-1.0,-1.0,-1.0,-1.0,1.0,1
133212,https://bit.ly/2j8Zi1I,phishing,1.0,22.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0,1
134395,http://bit.ly/2mFqbvd,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
134521,http://bc.vc/fgMzyFZ,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
134655,http://bit.ly/2gruvM4,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
134709,https://t.co/SM9zTL9ZUk,phishing,1.0,23.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
134749,http://tinyurl.com/hkd5h3w,phishing,1.0,26.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
134956,https://tinyurl.com/y95jn2kt,phishing,1.0,28.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
135879,http://bit.ly/2ckirzi,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
136159,https://t.co/vFvy6LMIH2,phishing,1.0,23.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
136924,http://mail01.tinyletterapp.com/IECL/hello/11041213-goo.gl/f7crnm?REDACTED,phishing,1.0,74.0,-1.0,1.0,1.0,3.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
138139,http://u.to/YwZQDw>,phishing,1.0,19.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,4.0,-1.0,-1.0,-1.0,-1.0,1.0,1
138730,https://goo.gl/I97fRx,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
139467,http://bit.ly/29B0I1x,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0,1
140194,http://bit.ly/2bKL0AS,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
141169,https://bitly.com/2r1W1qy,phishing,1.0,25.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
141489,https://lnkd.in/dUgjmZ9,phishing,1.0,23.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,100.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
141550,http://tinyurl.com/jo4x9d6,phishing,1.0,26.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
141749,http://ow.ly/4nj2Cs,phishing,1.0,19.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,53.33,30.48,76.92,1.0,1.0,1.0,2.0,1.0,1.0,1.0,-1.0,-1.0,1
141811,https://rebrand.ly/5f6df,phishing,1.0,24.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
142445,http://ow.ly/lHj7303hmMq,phishing,1.0,24.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,53.33,30.48,76.92,1.0,1.0,1.0,2.0,1.0,1.0,1.0,-1.0,-1.0,1
143287,http://texascougar.com/admin/aol.html?utm_source=tr.im&amp;utm_medium=no_referer&amp;utm_campaign=tr.im/19EXs&amp;utm_content=direct_input,phishing,1.0,138.0,-1.0,1.0,1.0,4.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
143365,http://ow.ly/VvWwR?Verify-acct-Facebook,phishing,1.0,39.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,53.33,30.48,76.92,1.0,1.0,1.0,2.0,1.0,1.0,1.0,-1.0,-1.0,1
143395,http://sagarview.com/fonts/red.html?utm_source=tr.im&amp;utm_medium=no_referer&amp;utm_campaign=tr.im%2Fsaer9f7t6wa9374q257t35&amp;utm_content=direct_input,phishing,1.0,155.0,-1.0,1.0,1.0,4.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
143830,http://bit.ly/1QP9XHB,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
144398,http://tinyurl.com/jchu9m6,phishing,1.0,26.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
144812,http://goo.gl/HiAiew,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
146320,http://goo.gl/3R24NQ,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
146550,http://snip.ly/go7m9,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
146714,http://goo.gl/wpOCYm,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0,1
147555,http://bit.ly/2g42yJv,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,100.0,50.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1
148538,https://tiny.cc/merchandise,phishing,1.0,27.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
149302,http://bitly.com/2exP11G,phishing,1.0,24.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0,1
149407,http://t.co/NK1KR251U9,phishing,1.0,22.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
149661,http://tinyurl.com/grhwt4e,phishing,1.0,26.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
149781,http://goo.gl/Q51KI5,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0,1
1952,http://bc.vc/Tm2fasy,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0,1
2681,http://snip.ly/r9sxu9/,phishing,1.0,22.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
2900,https://www.goo.gl/MKkRKL,phishing,1.0,25.0,-1.0,1.0,1.0,2.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
4294,http://bit.ly/15ZkZVq,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
5373,http://tinyurl.com/zne725z,phishing,1.0,26.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
5417,https://t.co/Adj6abM7qC,phishing,1.0,23.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0,1
6179,http://bc.vc/8oePHxo,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0,1
6246,http://bitly.com/2fvwJN4,phishing,1.0,24.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,5.36,98.31,5.36,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1
7726,https://bit.ly/2bZUpUi,phishing,1.0,22.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
8025,http://tinyurl.com/goqcmv8?email=abuse@emirates.net.ae&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,phishing,1.0,142.0,-1.0,1.0,1.0,4.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
8877,http://goo.gl/2H4z93,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
9006,http://tiny.cc/fgkk2x/,phishing,1.0,22.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
9114,https://t.co/VpFosUjbC1,phishing,1.0,23.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
9748,http://bit.ly/2mebsvY,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
10273,https://goo.gl/axMne7,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
11110,https://tiny.cc/i88w0y,phishing,1.0,22.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
11536,http://tinyurl.com/j473gll,phishing,1.0,26.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
12070,http://bit.ly/DFGRETDFXGBVC,phishing,1.0,27.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
13240,http://bit.do/dww2y6,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
15620,https://bit.ly/OportunidadedeEmprego,phishing,1.0,36.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
15771,http://goo.gl/ntPvzr>,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
16921,http://bit.ly/65EDRWAR,phishing,1.0,22.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
17420,http://bit.ly/2jRx78O,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
17923,http://snip.ly/842oy,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
18358,http://bit.ly/2dh5nsr,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
18393,https://href.li/?http://x.co/6nbSp,phishing,1.0,34.0,-1.0,-1.0,1.0,2.0,1.0,-1.0,1.0,100.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
20636,http://t.co/ZPE7bgd7KL,phishing,1.0,22.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0,1
20639,https://t.co/qzMSMl0r2C,phishing,1.0,23.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,100.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
20866,http://u.to/Z5__EQ,phishing,1.0,18.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
22978,https://rebrand.ly/7cb01879sGTR,phishing,1.0,31.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,44.44,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
23205,http://goo.gl/YafJAp,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
23451,https://t.co/SingcAr1bM,phishing,1.0,23.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
24243,http://snip.ly/eiaz0p,phishing,1.0,21.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
24427,http://goo.gl/5JNKi9,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,11.76,0.0,6.25,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
24764,http://goo.gl/yCL3FT,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
25225,http://goo.gl/mmXZKL,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0,1
26061,http://snip.ly/8mrya,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1
26563,http://x.co/6nUHu,phishing,1.0,17.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1
28221,https://tr.im/1cQVvm,phishing,1.0,20.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,100.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
